node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HHT1	MCM5	4932.YBR010W	4932.YLR274W	0	0	0	0	0.136	0.191	0.9	0.421	0.954
HHT1	SUA7	4932.YBR010W	4932.YPR086W	0	0	0	0	0	0.846	0	0.718	0.954
HHT1	MCM10	4932.YBR010W	4932.YIL150C	0	0	0	0	0.077	0.292	0.9	0.403	0.955
HHT1	RPB9	4932.YBR010W	4932.YGL070C	0	0	0	0	0.079	0.951	0	0.334	0.968
HHT1	TAF14	4932.YBR010W	4932.YPL129W	0	0	0	0	0.058	0.851	0	0.815	0.971
HHT1	IPL1	4932.YBR010W	4932.YPL209C	0	0.002	0	0	0.178	0.79	0	0.875	0.976
HHT1	SPT5	4932.YBR010W	4932.YML010W	0	0	0	0	0.042	0.946	0	0.734	0.985
HHT1	RPO21	4932.YBR010W	4932.YDL140C	0	0	0	0	0.048	0.974	0	0.841	0.995
HHT1	SPT16	4932.YBR010W	4932.YGL207W	0	0	0	0	0	0.996	0.9	0.944	0.999
HRK1	MEC1	4932.YOR267C	4932.YBR136W	0	0	0	0	0.073	0.597	0	0.185	0.668
HRK1	MCM10	4932.YOR267C	4932.YIL150C	0	0	0	0	0.402	0	0	0.11	0.445
HRK1	SWE1	4932.YOR267C	4932.YJL187C	0	0	0.215	0.552	0.064	0.267	0	0.145	0.478
IPL1	MEC1	4932.YPL209C	4932.YBR136W	0	0	0	0	0	0.108	0	0.368	0.412
IPL1	RPO21	4932.YPL209C	4932.YDL140C	0	0	0	0	0.059	0.136	0	0.39	0.461
IPL1	NDC80	4932.YPL209C	4932.YIL144W	0	0	0	0	0.738	0.726	0	0.888	0.991
IPL1	MCM10	4932.YPL209C	4932.YIL150C	0	0	0	0	0.404	0	0	0.167	0.483
IPL1	SWE1	4932.YPL209C	4932.YJL187C	0	0	0.212	0.6	0.152	0.225	0	0.456	0.681
IPL1	SWI6	4932.YPL209C	4932.YLR182W	0	0	0	0	0.063	0.312	0	0.245	0.471
IPL1	MCM5	4932.YPL209C	4932.YLR274W	0	0	0	0	0.48	0	0	0.115	0.52
KEL1	KEL2	4932.YHR158C	4932.YGR238C	0	0	0.105	0.871	0.066	0.994	0.9	0.555	0.999
KEL1	SWE1	4932.YHR158C	4932.YJL187C	0	0	0	0	0.063	0.329	0	0.211	0.46
MCM10	MEC1	4932.YIL150C	4932.YBR136W	0	0	0	0	0.081	0.381	0	0.423	0.643
MCM10	SPT16	4932.YIL150C	4932.YGL207W	0	0	0	0	0.044	0	0.9	0.682	0.967
MCM10	NDC80	4932.YIL150C	4932.YIL144W	0	0	0	0	0.41	0	0	0	0.41
MCM10	MCM5	4932.YIL150C	4932.YLR274W	0	0	0	0	0.549	0.865	0.9	0.948	0.999
MCM5	SPT16	4932.YLR274W	4932.YGL207W	0	0	0	0	0.219	0.611	0.9	0.127	0.969
MCM5	NDC80	4932.YLR274W	4932.YIL144W	0	0	0	0	0.539	0	0	0	0.539
MEC1	SWI6	4932.YBR136W	4932.YLR182W	0	0	0	0	0.052	0.18	0	0.429	0.517
MEC1	TAF14	4932.YBR136W	4932.YPL129W	0	0	0	0	0	0.464	0	0.174	0.538
MEC1	SWE1	4932.YBR136W	4932.YJL187C	0	0	0	0	0.053	0.301	0	0.834	0.88
MED1	RTT103	4932.YPR070W	4932.YDR289C	0	0	0	0	0.058	0.268	0	0.309	0.482
MED1	RPB9	4932.YPR070W	4932.YGL070C	0	0	0	0	0	0.414	0	0.164	0.489
MED1	SPT16	4932.YPR070W	4932.YGL207W	0	0	0	0	0.045	0.32	0	0.194	0.43
MED1	RGR1	4932.YPR070W	4932.YLR071C	0	0	0	0	0.066	0.958	0.9	0.767	0.998
MED1	SPT5	4932.YPR070W	4932.YML010W	0	0	0	0	0.112	0.667	0	0.186	0.738
MED1	TAF14	4932.YPR070W	4932.YPL129W	0	0	0	0	0	0.529	0.36	0	0.686
MED1	SUA7	4932.YPR070W	4932.YPR086W	0	0	0	0	0.088	0.461	0	0.274	0.612
MED1	RPO26	4932.YPR070W	4932.YPR187W	0	0	0	0	0	0.699	0	0.219	0.754
MEX67	RPO21	4932.YPL169C	4932.YDL140C	0	0	0	0	0.074	0.292	0	0.343	0.532
MEX67	NPL3	4932.YPL169C	4932.YDR432W	0	0	0	0	0.1	0.82	0	0.908	0.983
NPL3	RPO21	4932.YDR432W	4932.YDL140C	0	0	0	0	0.065	0.586	0	0.233	0.677
RGR1	RPO21	4932.YLR071C	4932.YDL140C	0	0	0	0	0.157	0.997	0	0.702	0.999
RGR1	RPB9	4932.YLR071C	4932.YGL070C	0	0	0	0	0.069	0.989	0	0.243	0.992
RGR1	SSL2	4932.YLR071C	4932.YIL143C	0	0	0	0	0.059	0.95	0	0.175	0.958
RGR1	TAF14	4932.YLR071C	4932.YPL129W	0	0	0	0	0.055	0.584	0.54	0.184	0.833
RGR1	RPO26	4932.YLR071C	4932.YPR187W	0	0	0	0	0	0.992	0	0.057	0.992
RGR1	SUA7	4932.YLR071C	4932.YPR086W	0	0	0	0	0.058	0.989	0	0.882	0.998
RPB9	RPO21	4932.YGL070C	4932.YDL140C	0	0	0	0	0	0.999	0.9	0.965	0.999
RPB9	RTT103	4932.YGL070C	4932.YDR289C	0	0	0	0	0	0.457	0.5	0.071	0.725
RPB9	SPT16	4932.YGL070C	4932.YGL207W	0	0	0	0	0	0.877	0	0.19	0.897
RPB9	SSL2	4932.YGL070C	4932.YIL143C	0	0	0	0	0	0.95	0.5	0.436	0.984
RPB9	TAF14	4932.YGL070C	4932.YPL129W	0	0	0	0	0	0.982	0	0.45	0.99
RPB9	SPT5	4932.YGL070C	4932.YML010W	0	0	0	0	0	0.994	0.5	0.64	0.998
RPB9	SUA7	4932.YGL070C	4932.YPR086W	0	0	0	0	0.046	0.984	0.5	0.878	0.998
RPB9	RPO26	4932.YGL070C	4932.YPR187W	0	0	0	0	0.698	0.998	0.9	0.971	0.999
RPO21	TAF14	4932.YDL140C	4932.YPL129W	0	0	0	0	0	0.968	0	0.359	0.979
RPO21	SPT16	4932.YDL140C	4932.YGL207W	0	0	0	0	0.114	0.981	0	0.784	0.996
RPO21	SSL2	4932.YDL140C	4932.YIL143C	0	0	0	0	0.064	0.992	0.5	0.718	0.998
RPO21	SUA7	4932.YDL140C	4932.YPR086W	0	0	0	0	0.06	0.998	0.5	0.946	0.999
RPO21	RPO26	4932.YDL140C	4932.YPR187W	0	0	0	0	0	0.999	0.9	0.968	0.999
RPO21	SPT5	4932.YDL140C	4932.YML010W	0	0	0	0	0.137	0.999	0.5	0.951	0.999
RPO21	RTT103	4932.YDL140C	4932.YDR289C	0	0	0	0	0	0.997	0.5	0.737	0.999
RPO26	RTT103	4932.YPR187W	4932.YDR289C	0	0	0	0	0	0.326	0.5	0.061	0.655
RPO26	SPT16	4932.YPR187W	4932.YGL207W	0	0	0	0	0.043	0.877	0	0.07	0.881
RPO26	SSL2	4932.YPR187W	4932.YIL143C	0	0	0	0	0	0.977	0.5	0.127	0.989
RPO26	SPT5	4932.YPR187W	4932.YML010W	0	0	0	0	0	0.996	0.5	0.53	0.999
RPO26	TAF14	4932.YPR187W	4932.YPL129W	0	0	0	0	0.096	0.918	0	0	0.923
RPO26	SUA7	4932.YPR187W	4932.YPR086W	0	0	0	0	0.052	0.984	0.5	0.737	0.997
RTT103	SUA7	4932.YDR289C	4932.YPR086W	0	0	0	0	0.052	0	0.5	0.224	0.6
RTT103	SPT5	4932.YDR289C	4932.YML010W	0	0	0	0	0.056	0.189	0	0.579	0.65
SPT16	SUA7	4932.YGL207W	4932.YPR086W	0	0	0	0	0.071	0.225	0	0.531	0.633
SPT16	SWI6	4932.YGL207W	4932.YLR182W	0	0	0	0	0.083	0.62	0	0.559	0.832
SPT16	SPT5	4932.YGL207W	4932.YML010W	0	0	0	0	0.145	0.988	0.72	0.912	0.999
SPT5	SSL2	4932.YML010W	4932.YIL143C	0	0	0	0	0.068	0	0.5	0.12	0.554
SPT5	SUA7	4932.YML010W	4932.YPR086W	0	0	0	0	0.05	0.292	0	0.866	0.902
SSL2	TAF14	4932.YIL143C	4932.YPL129W	0	0	0	0	0	0.8	0	0.277	0.849
SSL2	SUA7	4932.YIL143C	4932.YPR086W	0	0	0	0	0.095	0.98	0.9	0.897	0.999
SUA7	TAF14	4932.YPR086W	4932.YPL129W	0	0	0	0	0.06	0.82	0	0.731	0.95
SWE1	SWI6	4932.YJL187C	4932.YLR182W	0	0	0	0	0.073	0.131	0	0.429	0.5
